MOF,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,Rf fraction,Db fraction,Sg fraction,Bh fraction,Hs fraction,Mt fraction,Ds fraction,Rg fraction,Cn fraction,Nh fraction,Fl fraction,Mc fraction,Lv fraction,Ts fraction,Og fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons,energy
ETEJIX_w_H2O_1_relaxed,0.2105263157894736,0,0.0,0.0,0.0,0.4210526315789473,0.0,0.3333333333333333,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0350877192982456,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.476344210526316,11.543859649122806,1.9298245614035088,56.0,7.403508771929824,1.7,0.6157894736842104,2.34,2.7221052631578946,1.7894736842105263,2.175438596491228,0.0350877192982456,0.0,0.4473684210526316,0.543859649122807,0.0087719298245614,0.0,-0.1411668075000136
ETEJIX01_w_H2O_1_relaxed,0.1176470588235294,0,0.0,0.0,0.0,0.4705882352941176,0.0,0.3725490196078431,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.178509411764704,12.784313725490197,2.0392156862745097,56.0,8.156862745098039,1.7,0.6588235294117646,2.34,2.7835294117647056,1.8823529411764703,2.431372549019608,0.0392156862745098,0.0,0.4324324324324324,0.5585585585585585,0.009009009009009,0.0,-0.502383980000036
ETEJOD_w_H2O_1_relaxed,0.2295081967213114,0,0.0,0.0,0.0,0.3934426229508196,0.0,0.3442622950819672,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0327868852459016,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.194087868852458,11.344262295081966,1.901639344262295,59.0,7.311475409836065,1.6,0.5999999999999999,2.3,2.72983606557377,1.7704918032786885,2.1639344262295084,0.0,0.1311475409836065,0.4354838709677419,0.5322580645161291,0.0,0.032258064516129,-0.0955036039999413
ETEJOD01_w_H2O_1_relaxed,0.1818181818181818,0,0.0,0.0,0.0,0.4363636363636363,0.0,0.3454545454545454,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0363636363636363,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.196523636363636,11.927272727272728,1.963636363636364,59.0,7.745454545454545,1.6,0.6254545454545454,2.3,2.742545454545454,1.818181818181818,2.2545454545454544,0.0,0.1454545454545454,0.4310344827586207,0.5344827586206897,0.0,0.0344827586206896,-0.2958852524999287
ETEKAQ_w_H2O_1_relaxed,0.2372881355932203,0,0.0,0.0,0.0,0.4067796610169492,0.0,0.3220338983050847,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0338983050847457,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.607738305084746,11.186440677966102,1.8983050847457628,63.0,7.423728813559322,1.55,0.5983050847457627,2.24,2.7077966101694915,1.7627118644067796,2.101694915254237,0.0338983050847457,0.2372881355932203,0.4262295081967213,0.5081967213114755,0.0081967213114754,0.0573770491803278,-0.1674351324999889
ETEKAQ01_manual_w_H2O_1_relaxed,0.2372881355932203,0,0.0,0.0,0.0,0.4067796610169492,0.0,0.3220338983050847,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0338983050847457,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.607738305084746,11.186440677966102,1.8983050847457628,63.0,7.423728813559322,1.55,0.5983050847457627,2.24,2.7077966101694915,1.7627118644067796,2.101694915254237,0.0338983050847457,0.2372881355932203,0.4262295081967213,0.5081967213114755,0.0081967213114754,0.0573770491803278,-0.3115007419999301
ETEKEU_w_H2O_1_relaxed,0.2372881355932203,0,0.0,0.0,0.0,0.4067796610169492,0.0,0.3220338983050847,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0338983050847457,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.947026440677966,11.186440677966102,1.8983050847457628,67.0,7.559322033898305,1.5,0.5966101694915253,2.2,2.709152542372881,1.7627118644067796,2.101694915254237,0.0,0.4067796610169492,0.4126984126984127,0.4920634920634921,0.0,0.0952380952380952,-0.1880712349999952
ETEQUQ_w_H2O_1_relaxed,0.0263157894736842,0,0.0,0.0,0.0,0.0,0.0,0.6710526315789473,0.0,0,0.0,0.0,0.0,0.0,0.1052631578947368,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0394736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.1578947368421052,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.34354619736841,13.56578947368421,2.631578947368421,41.0,14.592105263157896,1.2,0.7986842105263158,1.89,2.999078947368421,1.8157894736842104,3.0,0.986842105263158,0.0,0.3129251700680272,0.5170068027210885,0.1700680272108843,0.0,1.09099210000007
ETESIG_w_H2O_1_relaxed,0.3474903474903475,0,0.0,0.0,0.0,0.4478764478764478,0.0308880308880308,0.1274131274131274,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0154440154440154,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0308880308880308,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.168098841698844,9.737451737451735,1.7606177606177609,47.0,6.0,1.3,0.5602316602316602,1.75,2.5308108108108107,1.6525096525096523,1.5598455598455598,0.3088803088803089,0.0,0.4692982456140351,0.4429824561403508,0.087719298245614,0.0,-0.0364083300001311
ETEXEI_w_H2O_1_relaxed,0.1894736842105263,0,0.0,0.0,0.0,0.0,0.0,0.5157894736842106,0.0,0,0.0,0.0,0.0,0.0,0.1684210526315789,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1263157894736842,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.918460126315782,12.48421052631579,2.231578947368421,29.0,10.63157894736842,1.1,0.6957894736842105,1.79,2.768421052631579,1.8105263157894735,2.568421052631579,1.263157894736842,0.0,0.3208955223880597,0.4552238805970149,0.2238805970149253,0.0,-0.2546088299998529
ETEXEI01_w_H2O_1_relaxed,0.1894736842105263,0,0.0,0.0,0.0,0.0,0.0,0.5157894736842106,0.0,0,0.0,0.0,0.0,0.0,0.1684210526315789,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1263157894736842,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.918460126315782,12.48421052631579,2.231578947368421,29.0,10.63157894736842,1.1,0.6957894736842105,1.79,2.768421052631579,1.8105263157894735,2.568421052631579,1.263157894736842,0.0,0.3208955223880597,0.4552238805970149,0.2238805970149253,0.0,-0.4373139799999137
ETUWEW_w_H2O_1_relaxed,0.0363636363636363,0,0.0,0.0,0.0,0.2909090909090909,0.0,0.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.065586909090907,13.927272727272728,2.2545454545454544,61.0,11.090909090909092,1.6,0.7072727272727274,2.27,2.970909090909091,1.963636363636364,2.981818181818182,0.0,0.4363636363636363,0.3648648648648648,0.5540540540540541,0.0,0.081081081081081,-0.470514523999941
ETUXEW_w_H2O_1_relaxed,0.1894736842105263,0,0.0,0.0,0.0,0.0,0.0,0.5157894736842106,0.0,0,0.0,0.0,0.0,0.0,0.1684210526315789,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1263157894736842,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.918460126315782,12.48421052631579,2.231578947368421,29.0,10.63157894736842,1.1,0.6957894736842105,1.79,2.768421052631579,1.8105263157894735,2.568421052631579,1.263157894736842,0.0,0.3208955223880597,0.4552238805970149,0.2238805970149253,0.0,-0.4985333480000236
EVEGOB_w_H2O_1_relaxed,0.0109289617486338,0,0.0,0.0,0.0,0.5245901639344263,0.2622950819672131,0.1366120218579235,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0655737704918032,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.33826054644809,14.19672131147541,2.120218579234973,28.0,7.9890710382513666,1.1,0.7109289617486338,1.54,2.753661202185792,1.9234972677595628,2.3825136612021858,0.6557377049180327,0.0,0.3876651982378854,0.4801762114537444,0.13215859030837,0.0,-0.5525860719998491
EVEGUH_w_H2O_1_relaxed,0.0109289617486338,0,0.0,0.0,0.0,0.5245901639344263,0.2622950819672131,0.1366120218579235,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0655737704918032,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.33826054644809,14.19672131147541,2.120218579234973,28.0,7.9890710382513666,1.1,0.7109289617486338,1.54,2.753661202185792,1.9234972677595628,2.3825136612021858,0.6557377049180327,0.0,0.3876651982378854,0.4801762114537444,0.13215859030837,0.0,-0.3794014119998791
EVIMUT_w_H2O_1_relaxed,0.5034013605442177,0,0.0,0.0,0.0,0.2176870748299319,0.0544217687074829,0.0068027210884353,0.0,0,0.0544217687074829,0.0,0.0,0.0,0.0544217687074829,0.0544217687074829,0.0544217687074829,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.604321158095235,7.142857142857143,1.7142857142857142,16.0,5.45578231292517,1.55,0.5789115646258503,2.51,2.333605442176871,1.4421768707482994,1.2789115646258504,0.0,0.0,0.53,0.47,0.0,0.0,-0.5316413625000109
EVUDAA_w_H2O_1_relaxed,0.2959641255605381,0,0.0,0.0,0.0,0.5201793721973094,0.0,0.147982062780269,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0358744394618834,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.946338295964129,10.376681614349776,1.811659192825112,47.0,6.322869955156951,1.3,0.5825112107623318,1.75,2.547264573991032,1.704035874439462,1.6322869955156951,0.358744394618834,0.0,0.4611650485436893,0.441747572815534,0.0970873786407767,0.0,-0.2508086059998732
EVUPOC_w_H2O_1_relaxed,0.1941747572815534,0,0.0,0.0,0.0,0.4660194174757281,0.058252427184466,0.2427184466019417,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0388349514563106,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.09384077669903,11.592233009708735,1.9611650485436891,59.0,7.669902912621359,1.6,0.6300970873786407,2.3,2.6718446601941745,1.805825242718447,2.0776699029126213,0.0,0.1553398058252427,0.4471153846153846,0.5144230769230769,0.0,0.0384615384615384,-0.0446371619999353
EVUQOC_w_H2O_random_1_relaxed,0.2686567164179104,0,0.0,0.0,0.0,0.4477611940298507,0.0298507462686567,0.2238805970149253,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0298507462686567,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.795212835820896,10.656716417910449,1.8507462686567164,56.0,6.656716417910448,1.7,0.5925373134328359,2.34,2.6265671641791046,1.7313432835820894,1.8805970149253728,0.0298507462686567,0.0,0.4754098360655737,0.5163934426229508,0.0081967213114754,0.0,0.0746804450000127
EVUQUI_w_H2O_1_relaxed,0.2686567164179104,0,0.0,0.0,0.0,0.4477611940298507,0.0298507462686567,0.2238805970149253,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0298507462686567,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.954512238805972,10.656716417910449,1.8507462686567164,59.0,6.746268656716418,1.6,0.5895522388059702,2.3,2.627761194029851,1.7313432835820894,1.8805970149253728,0.0,0.1194029850746268,0.4639999999999999,0.504,0.0,0.032,-0.5076458279999656
EVURAP_w_H2O_1_relaxed,0.2686567164179104,0,0.0,0.0,0.0,0.4477611940298507,0.0298507462686567,0.2238805970149253,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0298507462686567,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.831348059701496,10.656716417910449,1.8507462686567164,57.0,6.686567164179104,1.6,0.5895522388059702,2.32,2.627164179104478,1.7313432835820894,1.8805970149253728,0.0298507462686567,0.0298507462686567,0.4715447154471544,0.5121951219512195,0.008130081300813,0.008130081300813,-0.343040706000022
EWASIG_w_H2O_1_relaxed,0.2388059701492537,0,0.0,0.0,0.0,0.4776119402985074,0.0,0.2537313432835821,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0298507462686567,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.572943880597014,11.07462686567164,1.8805970149253728,62.0,7.014925373134329,1.6,0.6014925373134328,2.255,2.6514925373134326,1.7611940298507462,1.9701492537313432,0.0,0.208955223880597,0.4469696969696969,0.5,0.0,0.053030303030303,1.0695277824999891
EWASIG01_w_H2O_1_relaxed,0.2153846153846154,0,0.0,0.0,0.0,0.4923076923076923,0.0,0.2615384615384615,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.990328615384616,11.384615384615383,1.907692307692308,62.0,7.2,1.6,0.6123076923076922,2.255,2.6653846153846152,1.7846153846153847,2.0307692307692307,0.0,0.2153846153846154,0.4427480916030534,0.5038167938931297,0.0,0.0534351145038168,1.268940780000051
