MOF,atomic_num_mean,atomic_num_geometric_mean,atomic_num_standard_deviation,atomic_num_max,atomic_num_min,group_num_mean,group_num_geometric_mean,group_num_standard_deviation,group_num_max,group_num_min,period_num_mean,period_num_geometric_mean,period_num_standard_deviation,period_num_max,period_num_min,electronegativity_mean,electronegativity_geometric_mean,electronegativity_standard_deviation,electronegativity_max,electronegativity_min,electron_affinity_mean,electron_affinity_geometric_mean,electron_affinity_standard_deviation,electron_affinity_max,electron_affinity_min,melting_mean,melting_geometric_mean,melting_standard_deviation,melting_max,melting_min,boiling_mean,boiling_geometric_mean,boiling_standard_deviation,boiling_max,boiling_min,density_mean,density_geometric_mean,density_standard_deviation,density_max,density_min,ionization_energy_mean,ionization_energy_geometric_mean,ionization_energy_standard_deviation,ionization_energy_max,ionization_energy_geometric_min
UDIVIP_FSR,5.428571428571429,3.478915372183716,4.938396004983887,27.0,1.0,9.38095238095238,5.224984096631598,6.672446474128763,17.0,1.0,1.7142857142857142,1.5918589406307966,0.6649638116080449,4.0,1.0,2.568095238095238,2.5271291537038327,0.4862893421236358,3.98,1.88,112.21666666666668,94.78718081798064,55.33656724628999,328.0,7.0,1349.044285714286,159.45406019159844,1769.8115910231031,3823.15,14.009999999999993,1562.2685714285717,217.97148865575352,1995.8172768168968,4300.15,20.279999999999973,1052.385961904762,10.0234757231454,1624.5687739167035,8900.0,0.0899,1222.7619047619044,1212.4055528968784,155.41286021491726,1681.0,760.4
MATMEC_FSR,4.7317073170731705,3.073597244059671,4.700930837994215,29.0,1.0,8.78048780487805,4.736625697720711,6.594573508730219,16.0,1.0,1.6341463414634143,1.5260012009492878,0.6150985469716337,4.0,1.0,2.4997560975609754,2.4731270011316253,0.3841397599126476,3.44,1.9,110.98292682926828,95.60505036085276,44.55218864864992,153.9,7.0,1632.5607317073172,197.07080549600715,1854.9309056941893,3823.15,14.009999999999993,1873.1263414634147,260.39260139190264,2087.061495304864,4300.15,20.279999999999973,1155.8474707317075,11.835539063063754,1655.261331044414,8960.0,0.0899,1209.273170731707,1200.763687700442,136.95595343989024,1402.3,745.5
AXUZIE_FSR,6.703703703703703,4.092617929253188,8.780512154196147,48.0,1.0,10.407407407407408,6.511682644356887,6.1659714878983,17.0,1.0,1.851851851851852,1.7103946924360884,0.8029438292103259,5.0,1.0,2.5392592592592598,2.509925328368069,0.3921916191327522,3.44,1.69,119.55925925925928,0.0,68.31794005079952,349.0,0.0,1882.0259259259265,325.2341830096341,1873.5755398588751,3823.15,14.009999999999993,2136.247037037037,418.1316281792575,2093.5661363007603,4300.15,20.279999999999973,1408.8627111111114,30.777048864388224,1801.5340773704977,8650.0,0.0899,1191.5518518518516,1183.7893988586377,134.25645820832872,1402.3,867.8
mof74_277_all_conf_224_0,4.054054054054054,2.843353269331403,2.8087310393008824,12.0,1.0,8.27027027027027,4.349234350497162,6.562171067272108,16.0,1.0,1.5855855855855856,1.492889549412453,0.5279310026660761,3.0,1.0,2.4244144144144144,2.4023133587106447,0.3282102289490978,3.44,1.31,115.35945945945944,0.0,42.36249909339092,153.9,0.0,1920.01018018018,261.9802451690673,1889.8575210864904,3823.15,14.009999999999993,2168.9143243243248,337.1098526082449,2119.49531088091,4300.15,20.279999999999973,1151.251254054054,18.89194955400332,1122.425710114169,2260.0,0.0899,1190.0207207207206,1182.7125728458304,127.5148301688634,1313.9,737.7
ZAWVEA_FSR,8.65625,5.337004815350348,12.215792480944492,62.0,1.0,12.1875,8.881192559334869,5.525155540797019,19.0,1.0,2.03125,1.870391567996259,0.9837547649185746,6.0,1.0,2.6750000000000007,2.6148047504429903,0.5402777063696039,3.44,1.17,122.15625,103.48470699015265,44.47771870203664,153.9,7.0,1773.535625,334.1403089461196,1831.534742260124,3823.15,14.009999999999993,2053.49375,447.8284325286052,2048.3166973788348,4300.15,20.279999999999973,1546.79604375,36.52290175661952,2229.424200354777,10490.0,0.0899,1177.321875,1159.2873306556226,183.23784873487347,1402.3,544.5
NUZZEN_FSR,4.405940594059406,2.808677867041178,4.254707859156485,29.0,1.0,7.910891089108911,3.9472351173830944,6.7400076532861775,16.0,1.0,1.594059405940594,1.4787277241102967,0.6475883336937754,4.0,1.0,2.45970297029703,2.413000284692672,0.4466807295480666,3.44,0.82,102.38910891089108,84.81400987216298,46.37492686549724,153.9,7.0,1360.7381188118811,136.6750029415625,1798.5098328375332,3823.15,14.009999999999993,1561.5012871287129,184.6564877697847,2017.820380660096,4300.15,20.279999999999973,889.0875574257428,6.2116419224623405,1337.4830675398402,8960.0,0.0899,1216.988118811881,1200.4934468738595,167.73539941012157,1402.3,418.8
UKEWIR_FSR,6.052631578947368,3.982845660717512,6.202492573749992,39.0,1.0,9.894736842105264,5.685117004074368,6.738692180176282,16.0,1.0,1.7894736842105263,1.66369602037156,0.7311812626026213,5.0,1.0,2.6428947368421056,2.555037784562981,0.6291301760314408,3.44,0.93,118.28421052631576,110.027151029054,39.20013779725908,153.9,29.6,1286.1615789473688,156.96704502003453,1746.8062052342486,3823.15,14.009999999999993,1518.485789473684,224.8712016894069,1978.8718415334151,4300.15,20.279999999999973,857.3217578947367,8.961888005131783,1195.3529530755725,4472.0,0.0899,1201.173684210526,1180.8763620345503,186.14077960993663,1313.9,495.8
HAYYUE_FSR,9.22222222222222,6.839414180773427,7.114582486036499,26.0,1.0,12.555555555555555,10.25966019466073,4.69304712932064,17.0,1.0,2.2222222222222223,2.0921638372864284,0.7856742013183862,4.0,1.0,2.6622222222222214,2.625428759984348,0.424258248863113,3.16,1.83,102.24444444444444,42.96316535047767,107.73662444551331,349.0,7.0,1517.2677777777772,340.17796848582367,1714.3954041117547,3823.15,14.009999999999993,1836.23,435.1538716165406,1972.776930375612,4300.15,20.279999999999973,1629.006322222223,33.37761938051169,2436.7495802656017,7874.0,0.0899,1199.122222222222,1179.7507662616993,202.20654334822976,1402.3,762.5
boydwoo_str_m3_o22_o22_nbo_sym_281,6.172839506172839,3.601877586226693,6.915343690443578,35.0,1.0,9.432098765432098,5.233633703395383,6.716367094881604,17.0,1.0,1.7654320987654322,1.6195058772501558,0.7580287127411729,4.0,1.0,2.549753086419753,2.509923673636424,0.4633372643282271,3.44,1.65,126.99259259259262,0.0,70.24611896098554,349.0,0.0,1466.882716049383,185.6650968711581,1811.7349824374664,3823.15,14.009999999999993,1673.3977777777775,250.0524340488628,2026.2030450988616,4300.15,20.279999999999973,1140.404825925926,11.90484490292634,1612.2941616066107,7140.0,0.0899,1208.6135802469134,1202.1865806262083,121.59947282322214,1313.9,906.4
NEVXAP01_FSR,8.608695652173912,4.082305151187938,15.777637257495549,80.0,1.0,9.826086956521738,5.7203598128860325,6.491815408403599,16.0,1.0,1.9130434782608696,1.7075781775716248,1.0596571832133863,6.0,1.0,2.5347826086956515,2.5119199876233878,0.3438638452140157,3.04,2.0,84.68695652173913,0.0,65.88881480816146,200.0,0.0,1062.6226086956522,135.1994327522382,1643.2998857897703,3823.15,14.009999999999993,1238.8226086956522,184.16740037325505,1831.0924249966608,4300.15,20.279999999999973,1348.7924000000005,10.054418806996564,2794.835484571137,13534.0,0.0899,1236.3086956521738,1226.9993632848768,148.96842067756586,1402.3,999.6
core_COJHIT_freeONLY,5.782608695652174,4.122861408095378,5.081565333456341,27.0,1.0,10.565217391304348,6.982424681658,5.792244342045527,15.0,1.0,1.826086956521739,1.720238615031901,0.6360321234055561,4.0,1.0,2.514782608695652,2.496511075659756,0.3032988132722004,3.04,1.88,103.27391304347827,71.17964143402418,57.09211639318784,153.9,7.0,2086.1830434782605,419.1267751333736,1846.7535733126151,3823.15,14.009999999999993,2401.437826086956,521.8445837019844,2080.176233048237,4300.15,20.279999999999973,1566.3279739130433,46.30888130988265,1911.9008286275875,8900.0,0.0899,1186.0695652173913,1174.705332222621,159.11945317299146,1402.3,760.4
tobacco_SR_tsd_v1-6c_Zr_1_Ch_v2-4c_B_Ch_v3-4c_B_Ch_v4-3c_B_Ch_1TrU_Ch_2x3x1,6.9,4.417297848576919,8.045081313034276,40.0,1.0,10.566666666666666,6.741476264799829,6.2726035707316585,16.0,1.0,1.8833333333333333,1.740413048071274,0.8384840818736844,5.0,1.0,2.633,2.5702732132110824,0.5580540595079775,3.44,1.33,123.19333333333334,115.2749600944037,38.62112490449868,153.9,41.1,1717.7493333333332,268.2705134182394,1834.895436810017,3823.15,14.009999999999993,2055.311333333333,369.3837715327985,2139.8148567445937,4682.15,20.279999999999973,1267.6217066666666,22.416720653772344,1625.1026035772704,6511.0,0.0899,1184.9533333333336,1170.5512107571708,166.1932363913232,1313.9,640.1
QIWBAB_FSR,5.351351351351352,3.6763202318966246,4.8780601827798815,30.0,1.0,10.054054054054054,6.054943978059379,6.315771532531257,16.0,1.0,1.7297297297297298,1.627550944883132,0.5994884598059145,4.0,1.0,2.561351351351352,2.528971736995345,0.4160311979086531,3.44,1.65,106.16216216216216,0.0,53.341446546277496,153.9,0.0,1689.2648648648649,240.0621796979978,1865.692589375862,3823.15,14.009999999999993,1916.117567567568,311.70161589260294,2089.026066494644,4300.15,20.279999999999973,1170.589156756757,17.479646295710946,1488.7042478525084,7140.0,0.0899,1213.4918918918918,1206.0573564032536,132.71630050881117,1402.3,906.4
QONLAI_FSR,4.788617886178862,3.131770960025124,4.678704623242419,29.0,1.0,8.902439024390244,4.846538468731521,6.57466761241674,16.0,1.0,1.6422764227642277,1.5346250172893,0.6132690135169467,4.0,1.0,2.517886178861789,2.493734640459782,0.3558186530720624,3.44,1.9,86.41626016260163,55.73876412782416,55.36680108545536,153.9,7.0,1297.356991869919,139.7722423624238,1765.272887822502,3823.15,14.009999999999993,1494.8945528455288,181.49320394553664,1994.098923171951,4300.15,20.279999999999973,953.8404959349596,6.116803296395123,1645.9904726405855,8960.0,0.0899,1245.4365853658533,1235.667382571169,147.6130914217028,1402.3,745.5
XADROL_FSR,6.56,3.561189780592622,9.191648383179157,48.0,1.0,9.28,5.027060072076254,6.820674453453998,16.0,1.0,1.76,1.598009099982611,0.8616263691415208,5.0,1.0,2.5944,2.5430852442289136,0.5305701084682399,3.44,1.69,103.016,0.0,46.552445091530906,153.9,0.0,975.3088,104.4156511577607,1604.9420154069617,3823.15,14.009999999999993,1128.6544,147.95324185620913,1794.9777641254054,4300.15,20.279999999999973,961.74896,5.193977218607955,1851.133883289267,8650.0,0.0899,1232.172,1224.3055961442997,132.8756095602199,1402.3,867.8
EWAZAD_FSR,5.6875,3.537332927326456,5.730605879835045,30.0,1.0,9.375,5.288830271980998,6.53237131522696,16.0,1.0,1.75,1.6164290183210837,0.7071067811865476,4.0,1.0,2.479375,2.4474249853644894,0.4163827678650978,3.44,1.65,111.88437500000002,0.0,43.49288095032768,153.9,0.0,1606.7453125,222.73211953176485,1837.9474633354328,3823.15,14.009999999999993,1837.305,300.70063260149925,2049.451354433059,4300.15,20.279999999999973,1255.3998375,20.6002600279944,1516.49417037813,7140.0,0.0899,1189.1906250000002,1182.1353903105075,127.86596585725763,1313.9,906.4
POJTOY01_FSR,6.555555555555555,4.734923430608011,5.346049654986404,26.0,1.0,11.333333333333334,7.835012198781128,5.792715732327589,16.0,1.0,1.8888888888888888,1.7817974362806783,0.6573421981221795,4.0,1.0,2.679444444444445,2.6327103551182405,0.5092093241511481,3.44,1.83,124.61666666666666,112.03589944066856,41.36885906089265,153.9,15.7,1818.1466666666663,324.37948431874366,1836.7554123780335,3823.15,14.009999999999993,2114.873333333333,439.288469638399,2072.132301382644,4300.15,20.279999999999973,1442.305811111111,32.941003420503655,1906.3673613091296,7874.0,0.0899,1181.7777777777778,1171.1498782399613,149.72742106001812,1313.9,762.5
LACFIG_FSR,6.95,3.743209402067705,8.794742747801097,35.0,1.0,9.35,5.271156818936744,6.559535044498199,17.0,1.0,1.825,1.652900636308423,0.8627716963368698,4.0,1.0,2.51025,2.482108378346967,0.3889761400137545,3.44,1.9,118.2625,93.82585853371047,65.93414019876198,324.6,7.0,1528.9585000000002,207.30514237820145,1799.9368177515985,3823.15,14.009999999999993,1791.0970000000002,275.2324421669011,2033.4304030593228,4300.15,20.279999999999973,1451.7347125,18.059070550989667,2075.720741834374,8960.0,0.0899,1197.4225,1186.061751075187,155.17635368750615,1402.3,745.5
HOGQIF_FSR,6.2444444444444445,3.991947585497707,9.09494500760494,64.0,1.0,10.755555555555556,6.754139170231616,6.296932429738417,19.0,1.0,1.8,1.6775229454760954,0.77746025264604,6.0,1.0,2.596888888888889,2.551210870041618,0.4817782902826302,3.44,1.2,125.5822222222222,118.8131295068954,37.03190389613852,153.9,50.0,1919.3606666666665,317.3608232460238,1875.7542415885223,3823.15,14.009999999999993,2204.4964444444445,420.6077827748081,2111.389288747162,4300.15,20.279999999999973,1280.778437777778,28.520737439118072,1497.963923189617,7901.0,0.0899,1186.1666666666663,1175.8720047997706,143.18540428409597,1313.9,593.4
boydwoo_str_m3_o2_o17_pcu_sym_71,5.36734693877551,3.795642833591213,4.466171613320909,30.0,1.0,10.387755102040815,6.392007506122003,6.301332306582806,17.0,1.0,1.7346938775510203,1.640670712015276,0.563354030279276,4.0,1.0,2.614693877551021,2.5714531318781924,0.5043852675542585,3.98,1.65,126.54489795918369,0.0,70.27837958600416,328.0,0.0,1824.5812244897957,280.8445717500228,1882.0772458779584,3823.15,14.009999999999993,2066.0402040816325,364.5163588788422,2107.388527365418,4300.15,20.279999999999973,1206.855214285714,23.19548134633909,1407.6028668645731,7140.0,0.0899,1226.151020408163,1215.128401471634,169.38631745148453,1681.0,906.4
BOQLEZ_FSR,6.4,4.9707049329657504,3.786819245752298,19.0,1.0,11.5,7.616900270385265,6.08687111741328,16.0,1.0,1.9,1.8025009252216604,0.6244997998398397,4.0,1.0,2.7475,2.648092399820928,0.6016633194736073,3.44,0.82,64.365,30.72071517623846,59.926824336018335,153.9,7.0,629.7010000000001,91.9891916829104,1343.0897518554,3823.15,14.009999999999993,749.0355,125.9716334525649,1506.619751501602,4300.15,20.279999999999973,382.5952800000001,3.217455256688824,810.1843394528948,2260.0,0.0899,1274.435,1241.521736227911,223.1067060287521,1402.3,418.8
EBOKAJ_FSR,5.72,3.80615181850694,5.610846638431674,30.0,1.0,10.12,6.12803437948996,6.301237973604868,16.0,1.0,1.76,1.6471820345351462,0.6499230723708769,4.0,1.0,2.5712,2.535878681559322,0.4272453159485777,3.44,1.65,91.38,0.0,58.9287705624341,153.9,0.0,1425.5223999999998,185.87643721352575,1802.8055897478912,3823.15,14.009999999999993,1624.4415999999997,241.73102832796067,2018.847241669721,4300.15,20.279999999999973,1099.5932880000005,11.446800351228031,1633.6508439489362,7140.0,0.0899,1232.8079999999995,1224.2088025951691,142.28941751233643,1402.3,906.4
gmof_Zn2O8N2-BDC_A-irmof8_A_No135,4.8375,3.1152353025945025,4.8924527335478665,30.0,1.0,8.8875,4.790706054938584,6.65205560334548,16.0,1.0,1.6375,1.5289063075030107,0.6173279112432872,4.0,1.0,2.5177500000000004,2.4839974865557077,0.4297178580184909,3.44,1.65,111.1525,0.0,45.16915146147867,153.9,0.0,1561.4742499999998,182.3964982621781,1849.5885204808224,3823.15,14.009999999999993,1772.2726250000003,242.9093908725537,2071.6717440057582,4300.15,20.279999999999973,1082.76484625,10.719143080871245,1464.633268420701,7140.0,0.0899,1214.1787499999998,1207.7191091268269,122.83417958140764,1402.3,906.4
DEDLAC_FSR,5.439024390243903,3.8821726546080058,4.521217084617194,29.0,1.0,10.46341463414634,6.579062616201198,6.141015888690705,16.0,1.0,1.7560975609756098,1.6606031235559295,0.5751134693927608,4.0,1.0,2.5902439024390245,2.561608688211375,0.3961736980772267,3.44,1.9,106.54146341463412,77.4796258213397,53.73239916297836,153.9,7.0,1730.250975609756,261.67843059151954,1862.556866125238,3823.15,14.009999999999993,1983.0821951219511,338.14048365803967,2093.6460450430604,4300.15,20.279999999999973,1211.0805073170734,19.59180121186198,1653.4005007553192,8960.0,0.0899,1212.582926829268,1203.0400613538195,146.4982975051979,1402.3,745.5
HOVQOY_FSR,5.181818181818182,3.031897183476851,5.951595383030149,29.0,1.0,8.363636363636363,4.289374206060914,6.792679579353688,16.0,1.0,1.6363636363636365,1.5061955531706115,0.7100226978096957,4.0,1.0,2.549545454545455,2.5103035774050606,0.4643712980787451,3.44,1.9,93.63181818181816,70.15881985365066,48.78562927714413,153.9,7.0,953.06,91.2574134901648,1580.6460023184998,3823.15,14.009999999999993,1138.2513636363635,126.19021000593844,1809.538761488672,4300.15,20.279999999999973,921.3154090909094,3.1680139041815703,1990.266371794608,8960.0,0.0899,1247.5727272727272,1236.4836595759143,152.00588858754537,1402.3,745.5
VINKAH_FSR,5.172413793103448,3.601084532086558,3.648986307202944,16.0,1.0,9.517241379310343,5.417120469028346,6.631277453543468,16.0,1.0,1.7241379310344829,1.6194620436987557,0.5811137774604385,3.0,1.0,2.5410344827586213,2.4948704922008744,0.4814371074876881,3.44,1.31,119.99310344827585,0.0,45.133487307934736,200.0,0.0,1641.5055172413795,233.9362340119864,1840.8775583917168,3823.15,14.009999999999993,1873.685172413793,314.73255299211905,2055.3013537873567,4300.15,20.279999999999973,1062.9670344827584,19.0158630284158,1104.6357757589394,2260.0,0.0899,1188.4413793103447,1178.8420276700797,143.22637620032427,1313.9,737.7
boydwoo_str_m3_o6_o18_pcu_sym_197,5.285714285714286,3.78367946485893,4.2540496912366,30.0,1.0,10.392857142857142,6.425273142783982,6.252652498364684,16.0,1.0,1.7321428571428572,1.640670712015276,0.5506837123253312,4.0,1.0,2.595357142857144,2.5602394107576907,0.4419597763117713,3.44,1.65,121.60535714285716,0.0,42.32877870923406,153.9,0.0,1870.8473214285716,294.2341034168453,1885.8408013673247,3823.15,14.009999999999993,2118.014642857143,385.84527251504585,2110.927326798549,4300.15,20.279999999999973,1217.4476660714286,24.99124342555737,1375.0507018180024,7140.0,0.0899,1197.9857142857145,1191.8035547355869,120.83784061497376,1402.3,906.4
HOMTIM_FSR,4.777777777777778,3.169863017065422,4.345566777450779,27.0,1.0,9.0,4.925798668601759,6.613118276073197,16.0,1.0,1.6444444444444444,1.5392442958669923,0.6020540970730696,4.0,1.0,2.535555555555556,2.504261720177573,0.4183913933444272,3.44,1.88,111.20666666666668,96.37456887715722,44.387452681535535,153.9,7.0,1584.2717777777775,188.6197227152421,1845.753010113625,3823.15,14.009999999999993,1814.758,250.48034691920935,2081.4088498873384,4300.15,20.279999999999973,1102.0598711111113,10.861879629315029,1608.9520215871328,8900.0,0.0899,1213.8088888888888,1205.803359874922,133.5023642274585,1402.3,760.4
KIYMIQ_FSR,4.777777777777778,3.396166292730365,3.083208205669246,11.0,1.0,8.88888888888889,4.758405363026056,6.698995686659049,16.0,1.0,1.6944444444444444,1.5926031382572965,0.56859693029052,3.0,1.0,2.4708333333333337,2.3945758064237115,0.5481350958781359,3.44,0.93,113.125,100.33795399532733,43.6221743752214,153.9,7.0,1628.0116666666668,219.2528300861663,1856.8836347097197,3823.15,14.009999999999993,1877.966666666667,302.1095108248726,2062.438252569301,4300.15,20.279999999999973,995.7101305555556,16.212574807385668,1090.3142764690158,2260.0,0.0899,1175.4694444444444,1151.378441051512,199.45964757514852,1402.3,495.8
QEZNIU_FSR,8.074074074074074,4.036466215699552,14.699271652215437,80.0,1.0,10.0,5.933745766240809,6.434858771364559,17.0,1.0,1.8888888888888888,1.7037333251769002,0.9938079899999064,6.0,1.0,2.545555555555556,2.52032557762924,0.3682323474769633,3.44,2.0,118.81851851851852,0.0,84.03795014439535,349.0,0.0,1592.6800000000003,228.73355607241675,1850.1528533550356,3823.15,14.009999999999993,1811.651851851852,300.69432106996464,2066.746063442684,4300.15,20.279999999999973,1422.459966666667,16.782818340803,2615.6310040798526,13534.0,0.0899,1214.4370370370368,1207.8697399687533,125.78281737493565,1402.3,1007.1
OXUXAI02_FSR,7.288888888888889,3.687260059273796,13.15484232300828,82.0,1.0,9.6,5.559386111278107,6.42010730266853,17.0,1.0,1.8222222222222224,1.6518815927963326,0.9258962958222072,6.0,1.0,2.4824444444444445,2.469079781107186,0.2624513123572153,3.04,2.2,116.95333333333336,89.63616949913116,67.0848040418494,324.6,7.0,1904.8437777777776,307.97011441384456,1878.55887439434,3823.15,14.009999999999993,2176.081555555555,393.0927041264248,2097.928846140037,4300.15,20.279999999999973,1495.6987199999996,33.25317824232752,1884.2118696855864,11340.0,0.0899,1188.88,1180.0406164760277,140.16796210261458,1402.3,715.6
REHQAY_FSR,4.82089552238806,3.3734542586604754,3.832015069979125,27.0,1.0,9.567164179104475,5.513457194307493,6.465116223163771,16.0,1.0,1.671641791044776,1.5764904361903014,0.5568584509306754,4.0,1.0,2.5501492537313437,2.5216142432336213,0.3993670086199783,3.44,1.88,113.19253731343282,95.5865876733407,46.13627870737979,153.9,7.0,1753.580447761194,238.95210694290685,1875.360018357019,3823.15,14.009999999999993,1995.8628358208955,311.6634423594343,2109.6305235573345,4300.15,20.279999999999973,1145.0536358208958,16.230458510964173,1469.0392751196605,8900.0,0.0899,1208.414925373134,1200.9515779173878,130.64216623329838,1402.3,760.4
QADWUQ_FSR,7.482758620689655,4.240048235838245,11.565766040956811,66.0,1.0,10.827586206896552,6.532363648884968,6.67506407313813,19.0,1.0,1.862068965517241,1.6987577966923848,0.9367639798073188,6.0,1.0,2.676206896551724,2.607981168440372,0.5845152060976124,3.44,1.22,113.2206896551724,99.96340178449194,42.32486331574845,153.9,7.0,1147.2582758620688,139.11412654035982,1678.82576426885,3823.15,14.009999999999993,1340.2458620689654,196.6261709240288,1896.4102386978532,4300.15,20.279999999999973,981.6869344827588,7.944578956777194,1755.348301555284,8551.0,0.0899,1217.662068965517,1202.9131024415333,165.37730197796944,1402.3,573.0
MESBAN_FSR,8.826086956521738,5.46975483464814,8.063078352228613,31.0,1.0,11.434782608695652,7.429168227840656,6.268111753370469,16.0,1.0,2.0434782608695654,1.8691552634722035,0.8586268547013696,4.0,1.0,2.695652173913043,2.624973201763173,0.620657618189782,3.44,1.81,106.01304347826088,95.62407688702346,41.74742173083295,153.9,28.9,591.5230434782608,97.486521838621,1256.5590593585148,3823.15,14.009999999999993,889.114347826087,171.00998762897603,1482.649113729194,4300.15,20.279999999999973,1046.5391478260865,9.516356555792688,1742.2701470808804,5904.0,0.0899,1180.417391304348,1153.1177463034005,218.6804530979112,1313.9,578.8
LAVDIW_FSR,5.310344827586207,3.3154572236926048,7.3793909115808125,57.0,1.0,9.482758620689657,5.287193124006285,6.688233051825359,19.0,1.0,1.6896551724137931,1.5670123986161502,0.747568392713062,6.0,1.0,2.540344827586207,2.499228334486242,0.4519916291460204,3.44,1.1,111.9344827586207,95.6165023344102,45.45544825932971,153.9,7.0,1618.688275862069,201.02536876758603,1858.29062821198,3823.15,14.009999999999993,1867.948103448276,268.09525116781737,2098.743738360754,4300.15,20.279999999999973,1041.4338413793105,12.10018570869144,1296.2135795626466,6146.0,0.0899,1210.2793103448273,1199.3632230532023,146.43385202955648,1402.3,538.1
SACPAQ_FSR,15.0,6.910835612380562,22.3308456325923,80.0,1.0,11.933333333333334,8.283905600775496,5.926962872238098,17.0,1.0,2.4,2.0973555593138897,1.3686976778431872,6.0,1.0,2.6923333333333326,2.652583011490971,0.4582334436604217,3.44,2.0,137.86666666666667,0.0,124.06213452227162,349.0,0.0,969.8916666666664,166.47139784569353,1575.627253583121,3823.15,14.009999999999993,1141.4675000000002,235.1881378377608,1750.8221842443293,4300.15,20.279999999999973,1881.752945,12.749333807463756,3995.9601379593737,13534.0,0.0899,1230.896666666667,1223.8596886030898,129.39823410266806,1402.3,1007.1
core_SARNOQ_freeONLY,7.764705882352941,6.558613535384821,5.734615344448911,30.0,1.0,13.764705882352942,12.421060040934467,3.2814883955250247,15.0,1.0,2.0588235294117645,2.0,0.5391265523477458,4.0,1.0,2.7935294117647063,2.7608309173864463,0.3884651725849032,3.04,1.65,45.02352941176471,0.0,62.36452167710291,153.9,0.0,981.931764705882,174.5631131516104,1582.9682476256442,3823.15,14.009999999999993,1132.4700000000005,216.02653377218317,1776.014284209912,4300.15,20.279999999999973,952.5794647058826,10.405854968590951,1814.7125424810092,7140.0,0.0899,1293.511764705882,1282.0914259144292,163.02228242628073,1402.3,906.4
ZITPUQ_FSR,5.227272727272728,3.240876022959538,5.350716334216962,30.0,1.0,9.0,4.8551503700445,6.711591059164328,17.0,1.0,1.681818181818182,1.5585728262064444,0.6664944681188718,4.0,1.0,2.517272727272727,2.4862056773243704,0.4090085775737785,3.44,1.65,118.2431818181818,0.0,68.43807551929791,349.0,0.0,1514.254772727273,181.61757268783475,1834.962042651129,3823.15,14.009999999999993,1719.129090909091,239.9385190297356,2055.3321530747307,4300.15,20.279999999999973,1035.8241863636365,9.932174706714427,1434.9519735451952,7140.0,0.0899,1217.1704545454545,1210.802078196125,122.19630551539426,1402.3,906.4
OKOSOY_FSR,4.828125,3.4262039918364864,3.8060588519326655,27.0,1.0,9.671875,5.695759384469854,6.334564624690082,16.0,1.0,1.6875,1.5931421513422668,0.5555121510822243,4.0,1.0,2.519375,2.4966624554879515,0.3536588884433698,3.44,1.88,114.42343750000002,96.0822182047376,46.812060218853794,153.9,7.0,1952.2440625,305.0666664712082,1883.18383012546,3823.15,14.009999999999993,2218.9343750000003,390.4957299348266,2117.343145690545,4300.15,20.279999999999973,1269.28323125,24.963691513654577,1476.6098296411158,8900.0,0.0899,1196.4234375,1188.8748588359013,131.64800931625814,1402.3,760.4
ITICAQ_FSR,4.769230769230769,2.924074643316112,5.06603338718557,30.0,1.0,8.41025641025641,4.254628457301929,6.908626895069628,16.0,1.0,1.5897435897435896,1.4784675347791496,0.6291202126351434,4.0,1.0,2.5730769230769237,2.5274631871336606,0.5015675624717629,3.44,1.65,102.34358974358972,0.0,46.1049571553128,153.9,0.0,1019.0066666666672,93.23409540704412,1650.0466796230476,3823.15,14.009999999999993,1164.7028205128204,129.31728832577997,1850.0548373964743,4300.15,20.279999999999973,762.9628769230767,3.2564879423131847,1426.4285498104498,7140.0,0.0899,1248.7999999999995,1242.8703006567473,116.96762208143164,1402.3,906.4
QUMQAR_FSR,7.608695652173913,4.582705467621983,10.88173232066828,57.0,1.0,11.521739130434783,7.46578629454824,6.357943099280317,19.0,1.0,1.9130434782608696,1.7508334445951628,0.9741459348873082,6.0,1.0,2.705217391304348,2.625195441656234,0.6122010863534344,3.44,1.1,123.65217391304348,116.73577549473887,36.6925755973842,153.9,48.0,1404.356956521739,192.22724141011648,1781.7584164122684,3823.15,14.009999999999993,1694.8708695652174,275.5992510402291,2041.8952341793783,4300.15,20.279999999999973,1053.824843478261,12.952685725606608,1519.3184394152377,6146.0,0.0899,1200.578260869565,1182.591858309266,176.95634430073363,1313.9,538.1
YAVGEJ_FSR,6.0,3.813615446367144,5.927093282765903,30.0,1.0,10.08695652173913,5.817483871112037,6.710880480547735,16.0,1.0,1.7391304347826086,1.6196164193003122,0.6735623210795507,4.0,1.0,2.6986956521739134,2.6378029428126606,0.5755247461746169,3.44,1.65,114.51304347826088,0.0,42.70908980072984,153.9,0.0,1051.4113043478264,115.27581708855116,1652.1210047174918,3823.15,14.009999999999993,1211.5343478260868,164.51884726924,1849.197110588048,4300.15,20.279999999999973,900.5283130434784,5.4019615348335925,1654.68160370017,7140.0,0.0899,1236.1999999999996,1229.7106467354383,121.1344958587624,1313.9,906.4
