MOF,H fraction,He fraction,Li fraction,Be fraction,B fraction,C fraction,N fraction,O fraction,F fraction,Ne fraction,Na fraction,Mg fraction,Al fraction,Si fraction,P fraction,S fraction,Cl fraction,Ar fraction,K fraction,Ca fraction,Sc fraction,Ti fraction,V fraction,Cr fraction,Mn fraction,Fe fraction,Co fraction,Ni fraction,Cu fraction,Zn fraction,Ga fraction,Ge fraction,As fraction,Se fraction,Br fraction,Kr fraction,Rb fraction,Sr fraction,Y fraction,Zr fraction,Nb fraction,Mo fraction,Tc fraction,Ru fraction,Rh fraction,Pd fraction,Ag fraction,Cd fraction,In fraction,Sn fraction,Sb fraction,Te fraction,I fraction,Xe fraction,Cs fraction,Ba fraction,La fraction,Ce fraction,Pr fraction,Nd fraction,Pm fraction,Sm fraction,Eu fraction,Gd fraction,Tb fraction,Dy fraction,Ho fraction,Er fraction,Tm fraction,Yb fraction,Lu fraction,Hf fraction,Ta fraction,W fraction,Re fraction,Os fraction,Ir fraction,Pt fraction,Au fraction,Hg fraction,Tl fraction,Pb fraction,Bi fraction,Po fraction,At fraction,Rn fraction,Fr fraction,Ra fraction,Ac fraction,Th fraction,Pa fraction,U fraction,Np fraction,Pu fraction,Am fraction,Cm fraction,Bk fraction,Cf fraction,Es fraction,Fm fraction,Md fraction,No fraction,Lr fraction,Rf fraction,Db fraction,Sg fraction,Bh fraction,Hs fraction,Mt fraction,Ds fraction,Rg fraction,Cn fraction,Nh fraction,Fl fraction,Mc fraction,Lv fraction,Ts fraction,Og fraction,mean AtomicWeight,mean Column,mean Row,range Number,mean Number,range AtomicRadius,mean AtomicRadius,range Electronegativity,mean Electronegativity,avg s valence electrons,avg p valence electrons,avg d valence electrons,avg f valence electrons,frac s valence electrons,frac p valence electrons,frac d valence electrons,frac f valence electrons
ETEKEU_w_CO2_1_relaxed,0.2033898305084746,0,0,0,0,0.423728813559322,0,0.3389830508474576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03389830508474576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.387606440677967,11.661016949152541,1.9322033898305084,67.0,7.762711864406779,1.5,0.6101694915254238,2.2,2.7361016949152543,1.7966101694915255,2.2033898305084745,0.0,0.4067796610169492,0.40769230769230774,0.5,0.0,0.09230769230769231
ETEQUQ_w_CO2_1_relaxed,0,0,0,0,0,0.013157894736842105,0,0.6842105263157895,0,0,0,0,0,0,0.10526315789473684,0,0,0,0,0,0,0,0,0,0.039473684210526314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15789473684210525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.68557540789473,13.93421052631579,2.6578947368421053,36.0,14.75,0.85,0.8092105263157895,1.89,3.02,1.8421052631578947,3.0789473684210527,0.9868421052631579,0.0,0.311804008908686,0.5211581291759465,0.16703786191536749,0.0
ETESIG_w_CO2_1_relaxed,0.33976833976833976,0,0,0,0,0.4517374517374517,0.03088803088803089,0.13127413127413126,0,0,0,0,0,0,0,0.015444015444015444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03088803088803089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.268462625482627,9.845559845559846,1.7683397683397684,47.0,6.046332046332046,1.3,0.5633204633204633,1.75,2.5369498069498078,1.6602316602316602,1.583011583011583,0.3088803088803089,0.0,0.4673913043478261,0.44565217391304346,0.08695652173913043,0.0
ETEXEI_w_CO2_1_relaxed,0.16842105263157894,0,0,0,0,0.010526315789473684,0,0.5263157894736842,0,0,0,0,0,0,0.16842105263157894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.19208349473684,12.778947368421052,2.2526315789473683,29.0,10.757894736842106,1.1,0.7042105263157895,1.79,2.785157894736842,1.831578947368421,2.6315789473684212,1.263157894736842,0.0,0.31985294117647056,0.4595588235294118,0.22058823529411764,0.0
ETEXEI01_w_CO2_1_relaxed,0.16842105263157894,0,0,0,0,0.010526315789473684,0,0.5263157894736842,0,0,0,0,0,0,0.16842105263157894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.19208349473684,12.778947368421052,2.2526315789473683,29.0,10.757894736842106,1.1,0.7042105263157895,1.79,2.785157894736842,1.831578947368421,2.6315789473684212,1.263157894736842,0.0,0.31985294117647056,0.4595588235294118,0.22058823529411764,0.0
ETUWEW_w_CO2_1_relaxed,0,0,0,0,0,0.3090909090909091,0,0.6181818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07272727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.538209090909096,14.436363636363636,2.290909090909091,56.0,11.309090909090909,1.25,0.7218181818181817,2.27,2.9998181818181813,2.0,3.090909090909091,0.0,0.43636363636363634,0.3618421052631579,0.5592105263157895,0.0,0.07894736842105263
ETUXEW_w_CO2_1_relaxed,0.16842105263157894,0,0,0,0,0.010526315789473684,0,0.5263157894736842,0,0,0,0,0,0,0.16842105263157894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12631578947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.19208349473684,12.778947368421052,2.2526315789473683,29.0,10.757894736842106,1.1,0.7042105263157895,1.79,2.785157894736842,1.831578947368421,2.6315789473684212,1.263157894736842,0.0,0.31985294117647056,0.4595588235294118,0.22058823529411764,0.0
EVEGOB_w_CO2_1_relaxed,0,0,0,0,0,0.5300546448087432,0.26229508196721313,0.14207650273224043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06557377049180328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.480305464480875,14.349726775956285,2.1311475409836067,23.0,8.05464480874317,0.7500000000000001,0.7153005464480875,1.54,2.7623497267759562,1.9344262295081966,2.4153005464480874,0.6557377049180327,0.0,0.3864628820960698,0.482532751091703,0.13100436681222705,0.0
EVEGUH_w_CO2_1_relaxed,0,0,0,0,0,0.5300546448087432,0.26229508196721313,0.14207650273224043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06557377049180328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.480305464480875,14.349726775956285,2.1311475409836067,23.0,8.05464480874317,0.7500000000000001,0.7153005464480875,1.54,2.7623497267759562,1.9344262295081966,2.4153005464480874,0.6557377049180327,0.0,0.3864628820960698,0.482532751091703,0.13100436681222705,0.0
EVIMUT_w_CO2_1_relaxed,0.4897959183673469,0,0,0,0,0.22448979591836735,0.05442176870748299,0.013605442176870748,0,0,0.05442176870748299,0,0,0,0.05442176870748299,0.05442176870748299,0.05442176870748299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.781152586666666,7.333333333333333,1.727891156462585,16.0,5.537414965986395,1.55,0.5843537414965986,2.51,2.344421768707483,1.4557823129251701,1.3197278911564625,0.0,0.0,0.5245098039215687,0.47549019607843135,0.0,0.0
EVUDAA_w_CO2_1_relaxed,0.28699551569506726,0,0,0,0,0.5246636771300448,0,0.15246636771300448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03587443946188341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.062904304932736,10.502242152466367,1.8206278026905829,47.0,6.376681614349776,1.3,0.5860986547085202,1.75,2.5543946188340807,1.7130044843049328,1.6591928251121075,0.35874439461883406,0.0,0.45913461538461536,0.44471153846153844,0.09615384615384615,0.0
EVUPOC_w_CO2_1_relaxed,0.17475728155339806,0,0,0,0,0.47572815533980584,0.05825242718446602,0.2524271844660194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038834951456310676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.346211844660196,11.864077669902912,1.9805825242718447,59.0,7.786407766990291,1.6,0.6378640776699028,2.3,2.687281553398058,1.825242718446602,2.1359223300970873,0.0,0.1553398058252427,0.44339622641509435,0.5188679245283019,0.0,0.03773584905660377
EVUQOC_w_CO2_random_1_relaxed,0.23880597014925373,0,0,0,0,0.4626865671641791,0.029850746268656716,0.23880597014925373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029850746268656716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.18318626865672,11.074626865671641,1.8805970149253732,56.0,6.835820895522388,1.7,0.6044776119402985,2.34,2.6502985074626864,1.7611940298507462,1.9701492537313432,0.029850746268656716,0.0,0.4682539682539682,0.5238095238095237,0.007936507936507936,0.0
EVUQUI_w_CO2_1_relaxed,0.23880597014925373,0,0,0,0,0.4626865671641791,0.029850746268656716,0.23880597014925373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029850746268656716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.342485671641791,11.074626865671641,1.8805970149253732,59.0,6.925373134328358,1.6,0.6014925373134328,2.3,2.651492537313433,1.7611940298507462,1.9701492537313432,0.0,0.11940298507462686,0.4573643410852713,0.5116279069767442,0.0,0.031007751937984496
EVURAP_w_CO2_1_relaxed,0.23880597014925373,0,0,0,0,0.4626865671641791,0.029850746268656716,0.23880597014925373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029850746268656716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.219321492537315,11.074626865671641,1.8805970149253732,57.0,6.865671641791045,1.6,0.6014925373134328,2.32,2.6508955223880597,1.7611940298507462,1.9701492537313432,0.029850746268656716,0.029850746268656716,0.4645669291338583,0.5196850393700787,0.007874015748031496,0.007874015748031496
EWASIG_w_CO2_1_relaxed,0.208955223880597,0,0,0,0,0.4925373134328358,0,0.26865671641791045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029850746268656716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.960917313432835,11.492537313432836,1.9104477611940298,62.0,7.1940298507462686,1.6,0.6134328358208955,2.255,2.675223880597015,1.791044776119403,2.0597014925373136,0.0,0.208955223880597,0.4411764705882353,0.5073529411764706,0.0,0.051470588235294115
EWASIG01_w_CO2_1_relaxed,0.18461538461538463,0,0,0,0,0.5076923076923077,0,0.27692307692307694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03076923076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.390239692307691,11.815384615384616,1.9384615384615385,62.0,7.384615384615385,1.6,0.6246153846153846,2.255,2.6898461538461533,1.8153846153846154,2.123076923076923,0.0,0.2153846153846154,0.437037037037037,0.5111111111111111,0.0,0.05185185185185185
EWECOY_w_CO2_1_relaxed,0,0,0,0,0,0.559748427672956,0,0.36477987421383645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07547169811320754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0430786163522,14.578616352201259,2.2264150943396226,42.0,9.89937106918239,0.9500000000000001,0.7276729559748428,1.75,2.809748427672956,2.0,2.5786163522012577,0.7547169811320755,0.0,0.375,0.4834905660377358,0.14150943396226418,0.0
EWETUW_w_CO2_1_relaxed,0.2823529411764706,0,0,0,0,0.5058823529411764,0.023529411764705882,0.16470588235294117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023529411764705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.064780705882354,10.423529411764706,1.811764705882353,64.0,6.329411764705882,1.5,0.5799999999999998,2.23,2.577764705882353,1.7176470588235293,1.7411764705882353,0.0,0.21176470588235294,0.46794871794871795,0.4743589743589744,0.0,0.057692307692307696
EWEWUZ_charged_w_CO2_1_relaxed,0.2543352601156069,0,0,0,0,0.3179190751445087,0.11560693641618497,0.24277456647398843,0,0,0,0,0,0,0,0,0.023121387283236993,0,0,0,0,0,0,0,0,0.023121387283236993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023121387283236993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.18330323699422,11.15606936416185,1.884393063583815,46.0,6.994219653179191,1.35,0.5994219653179191,1.6099999999999999,2.716820809248555,1.722543352601156,2.069364161849711,0.3699421965317919,0.0,0.4138888888888889,0.4972222222222223,0.08888888888888889,0.0
EWIMIH_charged_w_CO2_1_relaxed,0.34408602150537637,0,0,0,0,0.3906810035842294,0.07168458781362007,0.16487455197132617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02867383512544803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.256413261648747,9.727598566308243,1.7132616487455197,24.0,5.225806451612903,1.15,0.5451612903225806,1.89,2.5827598566308243,1.6559139784946237,1.6559139784946237,0.14336917562724014,0.0,0.47925311203319504,0.47925311203319504,0.04149377593360996,0.0
EWIPIL_w_CO2_1_relaxed,0.14457831325301204,0,0,0,0,0.39759036144578314,0,0.3614457831325301,0,0,0,0,0,0,0,0.04819277108433735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04819277108433735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.400125060240963,12.843373493975903,2.0,29.0,7.63855421686747,1.1,0.6445783132530121,1.79,2.7791566265060244,1.855421686746988,2.433734939759036,0.4819277108433735,0.0,0.3888888888888889,0.5101010101010102,0.10101010101010101,0.0
EWUCOP_w_CO2_1_relaxed,0.17582417582417584,0,0,0,0,0.4065934065934066,0.17582417582417584,0.1978021978021978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04395604395604396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.481355384615384,12.153846153846153,1.9120879120879122,28.0,6.7032967032967035,1.1,0.6208791208791208,1.54,2.7220879120879125,1.7802197802197801,2.131868131868132,0.43956043956043955,0.0,0.4090909090909091,0.48989898989898994,0.10101010101010102,0.0
EWUGEK_w_CO2_1_relaxed,0.44621513944223107,0,0,0,0,0.3386454183266932,0.09561752988047809,0.10358565737051793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01593625498007968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30513139442231,8.47011952191235,1.6015936254980079,47.0,4.741035856573705,1.3,0.497609561752988,1.75,2.5191633466135457,1.5537848605577689,1.3784860557768925,0.1593625498007968,0.0,0.5025773195876289,0.44587628865979384,0.05154639175257732,0.0
EWUKIS_w_CO2_1_relaxed,0.14492753623188406,0,0,0,0,0.4396135265700483,0,0.3285024154589372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08695652173913043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.36720338164251,12.599033816425122,2.028985507246377,29.0,8.019323671497585,1.1,0.6584541062801933,1.79,2.713381642512077,1.855072463768116,2.1932367149758454,0.8695652173913043,0.0,0.3772102161100197,0.4459724950884087,0.17681728880157171,0.0
EWUTEW_w_CO2_4_relaxed,0.3292181069958848,0,0,0,0,0.43209876543209874,0.09876543209876543,0.00823045267489712,0,0,0,0,0,0,0,0.06584362139917696,0,0,0,0,0,0,0,0,0,0,0,0,0.04938271604938271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01646090534979424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.312223456790122,9.687242798353909,1.9012345679012346,73.0,7.382716049382716,1.1,0.6086419753086418,1.54,2.4572427983539096,1.6213991769547325,1.4567901234567902,0.5596707818930041,0.23045267489711935,0.41914893617021276,0.37659574468085105,0.14468085106382977,0.05957446808510638
EXALAR_w_CO2_1_relaxed,0.44651162790697674,0,0,0,0,0.3023255813953488,0.22325581395348837,0.009302325581395349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018604651162790697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.449077860465117,8.362790697674418,1.5906976744186045,27.0,4.4186046511627906,1.1,0.49906976744186055,1.53,2.499488372093023,1.5534883720930233,1.3116279069767443,0.14883720930232558,0.0,0.5154320987654322,0.43518518518518523,0.04938271604938272,0.0
EXALIZ_w_CO2_1_relaxed,0.32786885245901637,0,0,0,0,0.22404371584699453,0.16393442622950818,0.19672131147540983,0,0,0,0,0,0,0.00546448087431694,0,0,0,0,0,0,0,0,0,0,0,0,0.01639344262295082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06557377049180328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.88889869945355,9.710382513661202,1.907103825136612,41.0,7.688524590163935,1.2,0.5860655737704918,1.53,2.652622950819672,1.6065573770491803,1.7431693989071038,0.45901639344262296,0.0,0.4218077474892396,0.4576757532281205,0.12051649928263988,0.0
EXAPEA_w_CO2_1_relaxed,0.3007518796992481,0,0,0,0,0.48872180451127817,0.06015037593984962,0.015037593984962405,0,0,0,0,0,0,0,0.12030075187969924,0,0,0,0,0,0,0,0,0,0,0,0,0.015037593984962405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.069154135338346,10.37593984962406,1.849624060150376,28.0,6.135338345864661,1.1,0.606015037593985,1.54,2.4814285714285718,1.6842105263157894,1.699248120300752,0.15037593984962405,0.0,0.47659574468085103,0.4808510638297872,0.0425531914893617,0.0
EXAXAE_w_CO2_1_relaxed,0.16326530612244897,0,0,0,0,0.3877551020408163,0.05442176870748299,0.23129251700680273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10884353741496598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05442176870748299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.10751986394558,12.231292517006803,2.2176870748299318,52.0,10.761904761904763,1.15,0.7095238095238096,1.54,2.6606122448979592,1.727891156462585,2.1360544217687076,1.6326530612244898,0.0,0.31435643564356436,0.3886138613861386,0.297029702970297,0.0
EXAXAE01_w_CO2_1_relaxed,0.16326530612244897,0,0,0,0,0.3877551020408163,0.05442176870748299,0.23129251700680273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10884353741496598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05442176870748299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.10751986394558,12.231292517006803,2.2176870748299318,52.0,10.761904761904763,1.15,0.7095238095238096,1.54,2.6606122448979592,1.727891156462585,2.1360544217687076,1.6326530612244898,0.0,0.31435643564356436,0.3886138613861386,0.297029702970297,0.0
